vessel_id,vessel_type,dwt,engine_power,vessel_age,draft,speed,distance_nm,heading,wind_speed,wind_direction,wave_height,wave_period,wave_direction,current_speed,current_direction,fuel_price,fuel_consumed_tpd,charter_rate_usd_day,candidate_id
V048,Container,72026.1,12676.8,20,11.55,18.42,1129.9,254.1,10.23,134.6,2.73,9.7,197.8,2.97,76.1,738.93,133.32,17590.02,C0336
V020,Ro-Ro,35963.4,14124.7,15,10.42,16.14,1684.9,295.5,24.69,202.6,1.65,13.8,25.4,1.45,103.3,618.94,90.84,13256.97,C0337
V016,Tanker,74418.3,12381.1,16,7.73,13.26,4114.2,85.1,25.74,17.0,4.18,10.47,194.8,1.72,327.8,546.1,54.9,22779.9,C0338
V034,Bulk Carrier,25775.9,7420.5,23,7.67,11.92,2729.0,238.1,10.62,14.8,4.51,14.09,321.2,1.85,181.0,758.76,42.85,12949.53,C0339
V014,Container,22452.2,13379.0,13,8.37,15.55,4313.7,141.1,12.09,90.3,1.24,10.01,244.8,2.37,96.8,559.39,78.73,13285.77,C0340
V026,Bulk Carrier,40614.6,20023.6,17,13.29,15.84,1143.9,132.7,34.69,248.3,5.5,9.57,259.2,2.44,215.4,776.23,80.5,14653.21,C0341
V020,Bulk Carrier,57009.8,6420.2,23,10.38,12.07,3078.1,248.4,3.57,306.8,4.56,6.45,30.6,0.58,72.6,632.54,41.01,19270.31,C0342
V042,Container,89461.8,6603.6,8,11.87,18.51,510.6,139.4,14.16,201.3,5.61,9.99,38.3,0.71,26.8,722.84,125.83,20087.03,C0343
V024,Bulk Carrier,78173.5,12095.4,21,8.77,10.84,3251.0,124.6,2.19,191.6,2.04,5.55,45.8,2.63,7.5,664.1,33.47,20415.92,C0344
V043,Bulk Carrier,79416.5,23834.5,2,9.26,13.56,3836.4,300.9,28.74,144.8,5.65,13.57,325.6,2.46,342.6,576.99,60.82,21321.52,C0345
V018,Tanker,54039.5,18371.5,5,7.0,16.8,2966.2,36.5,3.23,58.2,2.34,11.43,189.3,1.85,260.9,701.33,99.98,20374.41,C0346
V043,Tanker,47674.8,18573.4,6,7.37,12.74,1404.5,243.3,23.59,42.6,0.51,14.93,285.0,2.98,288.0,787.37,46.47,20085.22,C0347
V009,Container,49683.1,12238.4,12,12.62,18.28,253.6,89.5,1.98,273.8,4.63,5.01,41.5,2.21,353.1,730.89,126.9,14216.23,C0348
V019,Bulk Carrier,99012.0,16873.2,18,10.68,17.4,685.3,5.6,23.55,333.9,4.28,6.65,334.0,0.65,335.4,681.21,108.97,22797.15,C0349
V020,Tanker,23208.7,5202.6,22,8.7,17.89,3149.3,60.0,29.51,165.0,3.67,13.65,295.6,2.54,265.3,797.19,113.87,14125.47,C0350
V042,Bulk Carrier,89362.5,17721.9,22,12.42,11.19,4678.7,218.4,13.96,237.4,3.04,8.35,80.9,1.24,249.8,579.6,37.61,21798.97,C0351
V030,Ro-Ro,66294.0,23265.7,1,7.97,11.41,1112.0,255.3,18.27,329.2,0.39,9.13,314.7,0.11,121.3,518.7,41.27,16499.06,C0352
V026,Tanker,55089.2,17251.5,17,13.81,12.86,3701.6,7.6,14.05,32.4,3.82,13.47,94.8,0.96,37.4,509.64,52.87,19622.22,C0353
V031,Container,78020.6,22474.0,11,8.76,15.18,4345.6,13.1,10.52,277.4,2.62,9.74,73.9,2.29,206.5,713.21,86.07,18056.2,C0354
V035,Container,58933.5,19479.5,10,8.7,17.48,2652.3,324.9,28.11,222.1,3.45,6.13,95.1,2.88,207.5,749.07,108.34,15774.33,C0355
V003,Tanker,89873.9,7411.2,19,8.5,18.37,3379.4,26.4,9.52,215.5,2.69,13.81,327.6,0.83,342.8,690.53,117.46,23842.72,C0356
V040,Container,92056.1,23049.1,14,6.98,17.04,4093.6,321.9,25.3,105.3,5.8,4.34,329.6,0.74,159.3,771.51,114.1,20221.13,C0357
V029,Bulk Carrier,53737.7,6328.9,10,6.89,19.29,1377.3,82.1,7.22,246.2,3.7,13.85,118.4,1.69,248.7,709.39,131.6,18315.15,C0358
V006,General Cargo,42146.2,15679.3,15,11.18,17.39,1554.8,266.4,8.74,286.1,4.55,4.56,254.0,2.44,207.0,611.29,102.71,11517.15,C0359
V001,Bulk Carrier,67388.0,7842.7,19,13.0,13.06,103.1,111.5,11.78,40.6,5.63,11.32,243.3,2.24,63.6,554.38,49.82,19197.35,C0360
V024,Bulk Carrier,92989.1,5234.1,4,12.32,12.65,4819.2,309.2,20.62,192.1,3.63,4.79,290.4,1.68,213.1,777.39,44.41,23586.29,C0361
V038,Tanker,36853.0,13440.7,2,7.13,16.96,4596.0,252.2,15.9,36.5,0.27,11.77,106.7,1.89,194.4,531.08,92.02,15783.19,C0362
V034,Bulk Carrier,69837.3,10900.8,9,10.36,11.93,3846.4,144.7,26.08,314.1,0.4,4.37,183.6,0.73,177.8,662.9,35.81,17636.44,C0363
V007,Bulk Carrier,70524.8,14720.0,10,6.84,10.93,487.5,27.5,7.47,182.7,4.27,13.27,240.4,1.3,184.8,594.2,38.75,17595.4,C0364
V011,General Cargo,78649.0,16544.0,11,6.36,15.32,2292.8,263.8,0.37,290.9,1.82,9.13,9.5,0.77,59.0,581.42,72.55,14970.63,C0365
V011,Bulk Carrier,30525.4,5874.8,14,11.25,18.22,599.3,222.1,27.18,132.5,3.56,5.03,135.6,2.65,166.9,693.75,108.98,14420.92,C0366
V036,General Cargo,77266.0,7460.1,7,10.28,11.01,178.0,1.0,28.76,45.0,1.37,11.78,250.5,0.34,218.0,569.37,30.17,15189.66,C0367
V020,General Cargo,92722.6,16172.8,23,6.66,17.92,3119.3,3.4,2.08,14.9,1.77,9.38,90.9,2.04,176.2,774.91,106.51,16196.58,C0368
V016,Container,34374.6,11863.3,15,6.28,18.12,4808.1,291.2,21.38,101.3,3.13,6.1,344.8,0.78,175.9,621.81,117.02,12970.68,C0369
V005,Container,39003.5,19583.5,22,13.92,14.82,4524.1,93.4,13.24,87.9,5.86,4.17,10.9,1.43,27.9,703.21,81.52,14987.77,C0370
V024,Container,97711.6,18045.8,19,6.24,10.57,3514.1,229.0,27.79,201.7,3.77,8.6,344.9,0.9,68.7,718.33,41.41,20813.31,C0371
V030,Container,34478.2,21912.1,22,9.56,11.75,573.5,163.5,30.6,7.8,5.63,4.94,78.0,0.97,115.6,704.88,49.0,12811.27,C0372
V030,Container,88350.8,18849.9,15,10.04,17.07,1443.4,310.8,29.79,187.4,5.76,5.04,17.6,0.78,151.0,771.02,111.16,18323.74,C0373
V039,Tanker,59382.2,13598.6,24,6.94,17.12,1668.3,330.1,27.2,141.0,1.41,6.94,105.3,2.26,213.8,569.34,97.68,19170.39,C0374
V048,Container,39778.5,18459.3,8,7.35,18.98,3839.4,358.9,9.42,207.8,2.0,10.94,283.1,1.1,310.8,525.82,133.47,13003.64,C0375
V047,Container,89660.0,10507.6,11,8.81,15.83,4031.0,55.3,28.42,252.9,4.67,9.83,270.9,2.18,57.3,516.64,83.26,17630.68,C0376
V037,Ro-Ro,55624.4,11126.3,9,12.09,11.24,1987.0,310.7,18.67,228.3,5.23,4.76,75.2,1.37,5.4,763.35,42.07,17963.23,C0377
V033,Container,61185.4,20779.7,15,10.06,11.21,2147.6,95.8,1.85,354.5,3.21,14.65,70.8,1.64,161.7,791.99,42.74,15908.37,C0378
V020,Ro-Ro,48738.7,13928.4,1,11.1,17.21,318.1,212.7,15.99,49.8,5.96,13.76,231.3,1.63,155.6,590.76,113.16,15419.26,C0379
V022,Container,67436.1,20967.6,1,13.88,11.84,1516.8,182.1,32.98,154.7,0.27,6.85,164.9,2.93,198.7,708.05,43.63,17504.68,C0380
V041,Container,33081.9,21448.4,19,12.14,13.28,2311.3,6.5,31.08,152.9,1.94,5.35,285.2,1.1,300.0,502.67,55.87,13428.17,C0381
V021,Tanker,51286.5,22151.2,3,9.47,14.87,673.2,335.8,3.58,150.1,3.81,14.37,8.7,0.62,288.8,556.59,74.7,20541.48,C0382
V037,Tanker,97553.0,23332.7,10,9.57,10.25,2321.0,28.2,26.04,239.0,2.92,9.07,219.7,2.74,36.0,706.78,35.31,26083.47,C0383
V027,Ro-Ro,40650.7,13619.7,8,10.95,12.49,4280.6,247.8,28.2,176.3,0.88,7.42,263.0,0.52,336.2,519.77,47.85,14863.47,C0384
V038,Tanker,72538.9,11377.3,15,11.32,14.08,2948.5,282.6,9.5,186.3,2.33,9.39,357.6,2.5,39.7,640.55,60.37,21026.99,C0385
V035,Ro-Ro,46015.2,16644.0,10,10.01,12.8,486.8,286.3,16.51,155.6,0.35,12.5,244.4,0.45,228.4,698.77,48.74,17005.49,C0386
V038,Container,81877.9,12423.4,1,11.16,11.36,1039.2,48.8,24.88,357.0,3.93,5.85,83.5,1.98,242.1,729.79,46.5,18977.6,C0387
V040,Container,30469.9,17021.5,18,6.19,17.28,2425.3,161.1,15.37,333.9,5.38,12.44,38.9,0.45,244.8,636.14,109.15,14200.52,C0388
V006,Tanker,97585.7,19111.7,2,9.44,18.13,1871.3,298.6,3.95,110.8,5.33,12.24,230.7,2.77,95.5,689.09,124.91,22818.0,C0389
V032,Ro-Ro,56303.2,18768.1,19,8.23,12.57,1857.8,109.0,24.71,40.2,4.26,9.93,188.3,1.7,118.9,661.87,54.14,17757.87,C0390
V016,General Cargo,38884.0,12491.1,13,7.03,17.74,2693.4,168.4,31.91,302.3,2.9,13.52,323.7,0.99,197.5,515.69,99.67,11578.13,C0391
V028,Bulk Carrier,25879.7,8337.2,22,6.8,13.86,2963.5,98.2,22.84,359.0,3.17,5.45,261.6,0.42,71.9,722.84,51.55,13066.09,C0392
V016,Bulk Carrier,33580.6,13610.6,1,10.83,15.07,4004.6,166.9,27.08,105.3,0.99,10.55,183.5,1.11,7.3,551.71,68.31,15269.43,C0393
V027,Tanker,61581.9,7851.9,2,10.19,18.56,1770.7,319.6,12.54,128.8,2.18,8.94,145.3,2.12,202.4,509.54,122.91,20936.56,C0394
V003,Container,46960.3,22801.9,16,8.03,17.5,4046.8,163.8,6.41,339.0,1.29,8.65,145.6,1.15,167.5,635.35,108.2,13248.55,C0395
V049,General Cargo,86310.7,11917.5,15,9.77,18.05,1759.2,200.1,22.5,256.0,4.96,6.78,81.5,0.74,236.4,759.69,111.71,14999.02,C0396
V021,Ro-Ro,54471.0,8089.2,13,9.94,11.37,371.6,145.4,11.47,106.4,5.51,8.1,6.2,1.73,52.8,545.25,43.18,17466.32,C0397
V038,Bulk Carrier,39897.1,5509.0,16,7.56,10.7,2815.5,165.6,30.1,209.2,3.31,5.19,207.0,1.25,302.7,503.86,35.99,15074.59,C0398
V038,Tanker,69371.6,17916.4,17,11.22,18.93,2980.7,5.5,4.29,339.9,4.42,6.77,76.5,0.5,52.6,532.99,134.86,20987.26,C0399
V030,Tanker,76542.2,17738.0,21,12.25,13.88,4679.2,102.1,15.17,292.3,0.9,6.99,75.0,0.46,320.9,609.1,56.89,21807.92,C0400
V022,Container,33363.4,11812.1,7,12.33,12.88,3657.7,157.2,13.89,267.1,3.73,11.93,45.1,2.12,161.8,674.05,49.96,12788.1,C0401
V019,General Cargo,33409.5,6434.2,24,10.82,17.25,4597.1,228.2,32.83,265.3,4.28,4.53,68.3,2.92,197.9,557.9,98.87,11728.41,C0402
V031,Bulk Carrier,22933.7,13192.6,17,10.09,18.36,4550.9,162.0,5.36,64.1,2.83,11.16,11.4,0.7,322.8,740.59,111.66,14578.72,C0403
V020,Ro-Ro,78912.2,11224.3,7,6.49,18.62,3062.4,121.6,0.34,296.9,1.61,6.44,242.7,2.32,108.0,725.99,129.3,17525.64,C0404
V047,Container,73104.4,18542.4,13,8.3,13.16,2686.0,139.7,8.33,99.4,5.29,4.9,144.5,0.26,65.5,708.76,63.92,19025.1,C0405
V019,Ro-Ro,57970.5,17115.6,5,6.75,18.52,2831.5,87.2,28.71,334.9,4.51,7.31,202.1,1.14,160.5,646.24,133.87,18044.32,C0406
V002,Bulk Carrier,87533.6,12291.9,17,13.71,10.41,4893.8,332.8,7.33,131.3,5.42,6.47,229.3,1.52,88.0,609.57,36.77,20185.67,C0407
V040,Container,84453.6,9357.9,3,7.08,10.5,3888.5,187.8,8.43,308.8,4.95,10.07,350.1,0.81,190.0,612.68,33.63,19686.88,C0408
V039,General Cargo,66828.3,24760.7,7,7.21,16.24,620.7,4.8,4.55,95.8,5.94,7.93,24.6,1.59,99.1,650.92,89.66,12481.86,C0409
V027,Container,89461.7,14080.0,17,13.12,10.63,3914.3,7.0,25.04,185.2,1.31,14.63,150.5,2.65,311.2,523.19,31.63,20838.15,C0410
V008,Container,36467.3,18765.5,7,13.55,13.25,935.6,350.3,2.42,38.5,0.7,14.6,88.5,2.83,218.6,704.69,54.48,14078.73,C0411
V045,General Cargo,28953.6,7811.1,21,12.13,16.73,2292.0,79.7,11.59,237.6,2.15,8.88,171.6,0.3,0.1,605.45,83.44,10773.3,C0412
V027,General Cargo,41580.0,14711.8,1,6.04,13.37,1131.3,290.0,9.89,301.0,0.95,12.75,331.4,0.82,290.0,567.43,48.17,10547.98,C0413
V015,Bulk Carrier,24566.9,5550.7,17,6.01,11.8,3479.0,21.0,19.43,258.6,3.23,4.15,260.6,2.94,118.9,583.5,35.35,15097.29,C0414
V012,Tanker,62493.6,15109.1,17,9.02,12.81,4398.8,331.6,25.56,188.4,3.87,10.03,238.3,0.81,115.3,554.09,48.92,18387.45,C0415
V047,Bulk Carrier,94928.5,24280.3,11,7.15,14.58,1522.8,314.8,18.65,16.2,3.55,12.18,158.8,2.08,137.9,770.47,72.64,20795.71,C0416
V014,Container,23147.5,12684.1,25,6.15,14.75,501.9,205.6,32.59,336.0,1.7,6.39,241.6,0.76,226.9,550.71,67.92,11412.64,C0417
V007,Container,29768.8,5779.9,3,9.71,17.83,1562.6,3.2,33.3,254.0,5.47,4.67,11.7,1.07,159.1,764.88,116.28,13671.86,C0418
V017,Tanker,56175.9,5619.1,15,13.54,17.5,3394.6,92.8,12.65,268.5,0.32,5.72,211.0,0.57,226.3,671.67,98.69,18329.53,C0419
V026,Tanker,94710.0,12759.7,21,8.59,14.57,1710.9,146.5,27.22,286.1,2.22,8.86,199.4,2.57,52.8,760.24,68.21,26341.27,C0420
V037,Tanker,45292.5,8200.5,11,11.29,18.46,1462.7,165.6,25.86,269.2,4.37,9.57,124.8,2.65,349.3,642.22,127.08,18708.31,C0421
V020,Tanker,60578.8,5467.0,16,11.22,11.14,1003.7,107.2,31.25,158.8,4.65,8.19,72.5,0.89,262.7,778.29,42.04,18198.55,C0422
V010,Container,23325.8,20124.3,25,8.01,12.55,2537.8,11.9,15.68,264.1,2.61,8.84,290.7,2.47,90.1,563.45,47.85,11090.57,C0423
V019,Bulk Carrier,31867.5,14170.5,22,11.2,18.28,1452.1,212.4,18.57,225.0,0.3,9.17,19.4,1.07,260.7,666.41,112.1,13483.02,C0424
V018,Container,98930.4,10784.9,9,7.7,13.78,3682.0,188.7,14.55,307.4,3.78,12.46,25.1,0.3,207.0,537.75,60.5,20318.87,C0425
V030,Bulk Carrier,97209.5,23001.7,24,6.98,19.81,475.4,101.9,29.76,288.9,0.57,5.16,158.6,2.27,39.3,634.17,138.45,23528.15,C0426
V030,Bulk Carrier,20395.2,7322.8,24,11.61,14.66,3353.8,13.7,8.04,14.9,0.83,12.46,90.9,1.79,64.2,670.97,58.92,12808.83,C0427
V025,Ro-Ro,96144.9,24118.4,1,6.91,17.92,1264.0,358.1,8.39,136.4,3.97,11.57,268.4,0.82,14.9,681.7,127.38,22300.44,C0428
V024,Bulk Carrier,71129.6,11279.3,25,13.98,14.02,2497.5,173.5,13.04,12.5,2.01,12.16,228.3,0.76,291.3,609.66,57.53,17540.76,C0429
V010,Container,89433.5,22768.1,22,7.47,14.25,1501.8,272.2,8.06,36.7,2.22,12.08,278.1,2.93,198.6,522.9,67.53,20084.32,C0430
V002,Container,56379.2,17058.9,16,10.75,13.83,3641.6,162.8,19.64,216.5,3.02,9.18,116.9,2.59,114.0,696.6,65.2,16962.91,C0431
V038,Tanker,61247.7,21534.1,9,9.29,17.19,4732.0,15.5,4.71,314.6,5.88,6.33,266.6,2.43,45.5,646.53,104.63,21239.58,C0432
V032,Tanker,59107.7,24680.3,19,7.01,15.48,4593.7,111.5,11.21,43.1,5.8,9.9,310.4,0.38,174.3,541.06,83.11,20662.35,C0433
V035,Container,73349.1,10768.1,12,6.22,19.44,2958.8,115.2,31.97,162.4,2.61,14.54,124.3,2.27,189.1,780.76,145.89,18500.84,C0434
V037,Container,31172.1,24222.7,19,10.98,12.51,2366.8,301.8,14.32,327.9,1.74,10.47,122.4,0.64,252.7,786.7,54.61,11891.23,C0435
V007,Tanker,22397.9,12789.6,22,12.45,11.01,4109.7,235.5,26.19,293.1,1.96,4.12,324.0,2.93,349.2,756.98,34.14,14357.9,C0436
V007,Container,44634.4,12710.2,9,12.74,13.93,3448.3,99.2,3.97,187.1,1.76,4.66,17.9,0.16,156.6,753.16,55.55,13363.26,C0437
V027,Ro-Ro,76374.5,11807.7,7,9.86,16.17,999.5,348.4,8.66,277.8,3.29,14.92,126.1,1.06,146.2,529.6,94.03,18752.18,C0438
V010,Tanker,36148.3,15828.2,14,12.22,18.61,4122.5,115.8,28.26,188.2,3.72,4.79,42.7,1.29,133.2,798.03,127.82,17827.28,C0439
V033,Container,73874.6,8082.9,19,11.38,13.46,2201.5,359.4,26.7,56.9,3.03,4.51,10.4,2.47,297.7,620.11,57.92,17834.17,C0440
V043,Container,97593.0,16074.2,19,11.79,16.54,1026.0,358.6,13.52,44.9,2.57,7.88,40.6,2.3,56.3,548.94,97.94,21150.98,C0441
V007,General Cargo,27512.1,15834.1,2,9.94,13.5,1480.8,68.8,33.4,67.8,1.43,14.66,155.2,1.12,123.8,743.63,50.81,9628.55,C0442
V006,Bulk Carrier,73808.2,20238.0,9,11.07,16.17,1410.9,112.6,31.87,126.3,3.0,7.51,247.3,1.7,261.0,567.72,89.86,20464.71,C0443
V006,Bulk Carrier,55500.0,21673.0,13,12.44,18.85,2644.1,175.0,33.68,335.0,2.18,8.51,104.1,2.51,5.7,657.85,128.32,16406.8,C0444
V013,Ro-Ro,89451.4,13808.8,15,9.18,12.31,1248.4,239.1,14.98,287.9,3.34,10.97,305.9,0.05,104.2,538.4,53.64,19207.01,C0445
V048,General Cargo,34172.0,11046.7,3,12.45,14.04,705.5,190.1,6.91,155.8,4.12,4.27,157.5,2.41,230.9,642.39,61.51,11341.83,C0446
V013,General Cargo,75410.1,10186.7,11,10.74,19.93,706.1,349.0,21.93,177.5,3.87,13.88,348.6,2.84,66.9,667.44,141.01,15616.68,C0447
V002,Tanker,87049.2,8892.5,21,7.33,18.69,2958.1,260.6,23.97,95.6,2.88,9.71,343.5,0.1,109.0,633.78,122.09,23902.45,C0448
V019,Bulk Carrier,95569.1,6153.0,14,6.2,15.65,3700.3,76.3,4.39,253.6,3.43,9.13,278.4,0.14,175.0,520.85,72.77,20044.28,C0449
V019,Container,74659.8,11849.0,25,8.9,15.17,1675.5,37.8,27.53,289.0,1.85,13.47,335.7,1.03,151.9,645.48,74.5,17867.18,C0450
V050,Tanker,59774.0,10405.0,8,10.37,12.85,269.8,247.8,0.63,86.0,0.34,14.48,254.6,0.26,38.2,640.68,43.76,18131.64,C0451
V038,Bulk Carrier,69427.8,24328.3,18,12.72,15.17,723.4,57.0,16.9,15.1,3.83,8.66,322.4,1.44,337.8,578.49,73.35,20516.6,C0452
V002,Bulk Carrier,89512.4,16154.2,19,7.02,18.48,4582.0,283.6,11.59,224.6,1.66,5.9,85.1,2.19,15.9,776.48,116.49,22214.62,C0453
V026,General Cargo,65648.8,11945.5,16,12.4,16.85,2518.4,112.0,25.91,202.5,4.08,12.97,124.4,1.7,269.9,625.34,94.97,12572.7,C0454
V006,Container,22431.0,16609.4,2,12.9,12.9,2322.5,117.7,10.95,144.8,4.53,8.44,271.1,0.59,25.7,759.23,55.6,11220.49,C0455
V020,Bulk Carrier,94475.9,7783.9,8,7.21,12.01,286.4,3.9,28.94,231.8,5.51,14.29,152.8,1.96,168.2,532.9,41.72,20496.51,C0456
V023,Container,75162.1,13880.9,22,12.81,12.65,3670.3,252.4,20.82,198.2,5.76,14.45,301.4,2.05,63.1,595.66,59.46,19192.62,C0457
V015,Bulk Carrier,74121.1,17524.7,6,13.93,11.7,2687.5,40.8,27.79,90.2,0.26,5.26,315.9,2.8,50.8,552.9,37.38,19420.5,C0458
V006,Container,37254.0,14778.0,12,11.81,10.96,1090.2,278.2,34.63,143.2,5.94,14.52,107.9,0.44,45.3,622.52,41.36,14484.87,C0459
V028,Container,72710.8,13035.6,15,12.28,14.19,639.4,177.1,23.77,154.1,4.16,8.05,296.4,2.08,163.0,533.49,70.8,17736.39,C0460
V035,Container,51509.2,24877.0,25,13.96,11.13,1978.6,282.3,34.47,316.9,3.93,11.11,55.5,2.73,185.6,632.31,50.48,15356.33,C0461
V011,Tanker,72098.6,22606.3,8,10.84,11.72,4202.1,210.2,1.01,345.9,0.29,4.38,120.3,1.5,48.0,606.16,43.01,19978.6,C0462
V008,Tanker,28527.4,17468.1,4,8.46,15.47,4339.9,29.7,11.83,321.5,5.2,13.78,186.5,1.09,352.6,566.99,79.43,17468.33,C0463
V050,Bulk Carrier,72627.6,16387.5,15,12.7,11.65,3053.9,275.6,3.77,258.9,1.04,11.06,81.5,0.51,92.8,692.65,37.83,18642.79,C0464
V049,General Cargo,99953.1,17413.2,20,10.92,10.64,3664.9,25.1,9.18,210.6,5.06,11.08,208.5,2.6,165.2,785.27,38.22,16503.56,C0465
V024,Bulk Carrier,23857.0,9026.2,25,10.65,13.17,664.3,172.3,29.36,248.1,0.29,13.92,208.3,1.18,77.9,562.13,44.94,14462.13,C0466
V021,Container,98173.9,12902.8,17,8.03,12.2,2981.8,62.0,1.13,338.1,3.95,9.59,74.5,2.77,177.8,713.54,52.58,20413.0,C0467
V049,Ro-Ro,52552.6,5789.2,13,12.05,15.15,3368.1,270.8,18.21,90.0,2.72,8.52,286.4,2.54,272.2,722.71,73.58,17621.5,C0468
V036,Container,89660.3,14510.9,18,6.65,11.02,1083.5,328.2,19.85,192.6,1.36,13.53,227.4,1.13,187.6,649.44,33.35,17633.19,C0469
V007,General Cargo,82590.8,15860.5,2,13.39,17.52,4412.8,199.5,19.64,248.3,0.82,12.17,114.4,1.72,102.8,769.3,95.05,14858.71,C0470
V005,Container,65361.3,9555.0,13,8.61,19.06,1055.5,189.8,16.64,244.5,2.75,14.44,83.6,0.08,89.4,789.92,134.32,16210.39,C0471
V029,General Cargo,79075.9,24280.6,13,7.02,17.43,1636.0,275.0,27.67,90.8,0.92,14.34,316.4,0.79,273.2,608.67,100.98,14472.09,C0472
V016,Container,90281.2,23189.1,22,9.54,15.33,3140.7,1.8,4.67,211.2,3.02,8.21,300.9,2.13,42.6,695.31,80.83,17579.93,C0473
V006,Ro-Ro,52331.2,19442.9,15,6.34,18.61,3227.9,330.4,10.87,286.5,3.83,8.92,82.7,2.03,133.2,698.66,139.48,14987.45,C0474
V014,Bulk Carrier,46162.7,15667.7,20,11.48,16.95,3527.0,71.1,21.55,171.0,5.0,6.82,12.8,1.06,54.5,621.09,95.39,15696.42,C0475
V002,General Cargo,73407.5,22399.4,10,13.22,10.11,648.9,354.3,24.18,285.6,4.14,11.27,289.6,2.43,92.9,595.04,37.15,13534.79,C0476
V025,Container,84627.7,7613.0,3,12.7,13.94,4262.4,265.1,14.15,129.6,0.58,8.01,221.6,0.71,55.0,780.12,58.73,18195.4,C0477
V031,Bulk Carrier,80982.8,20810.2,19,7.02,18.51,2711.0,278.7,30.64,338.0,1.98,12.65,36.3,1.38,319.2,736.99,121.85,20809.58,C0478
V050,General Cargo,83825.1,7496.4,3,7.01,13.46,2409.5,236.2,14.54,192.2,1.87,5.34,211.4,1.42,263.5,534.34,50.36,15336.72,C0479
V050,Bulk Carrier,54846.7,20884.2,22,12.51,10.35,4907.4,169.8,14.1,214.5,5.51,5.28,162.8,1.02,201.9,535.97,44.07,17099.14,C0480
V013,Tanker,85426.7,10515.4,14,13.39,17.46,3727.9,205.8,1.27,11.3,5.23,6.25,278.8,2.86,80.8,776.76,107.02,22754.43,C0481
V018,Tanker,29616.7,22541.8,8,9.69,18.02,678.2,16.7,19.29,61.3,2.35,4.93,75.3,2.09,183.7,524.42,119.13,15260.93,C0482
V017,Bulk Carrier,63559.1,23880.8,23,9.99,11.61,3807.0,224.6,24.8,227.9,0.61,10.82,163.1,1.62,187.5,706.53,41.05,18714.83,C0483
V045,Tanker,20460.7,7975.9,4,8.55,15.37,566.7,225.4,4.01,151.2,5.39,5.62,56.2,1.53,212.5,568.03,74.18,14475.69,C0484
V028,Bulk Carrier,45966.9,14253.5,20,13.15,11.92,234.6,320.8,10.69,182.9,5.35,5.76,344.7,0.48,21.6,510.56,46.18,14881.32,C0485
V012,General Cargo,49316.9,24619.7,11,11.16,17.19,2077.8,182.0,27.34,22.7,5.16,4.16,280.3,1.12,350.2,517.89,100.94,11922.29,C0486
V035,Container,51693.8,14668.1,11,8.31,12.72,4968.5,27.8,12.81,300.3,5.1,12.6,265.2,2.02,167.6,612.06,55.17,15077.23,C0487
V022,Container,75637.4,22271.0,11,8.39,13.16,956.9,110.2,8.46,282.4,2.99,12.94,248.5,2.77,333.6,523.28,55.87,16595.47,C0488
V039,General Cargo,51084.6,16774.6,2,13.13,18.45,3396.0,236.0,23.53,66.7,1.23,5.78,152.4,2.45,3.5,678.99,112.74,12442.0,C0489
V001,Ro-Ro,55895.5,12506.6,17,6.11,14.76,949.6,86.1,6.89,228.4,2.97,12.13,332.4,0.9,89.1,694.18,72.83,16768.72,C0490
V037,Bulk Carrier,39003.5,10715.7,9,8.58,16.7,3651.5,101.0,31.35,294.6,3.07,8.77,26.3,1.3,37.4,612.04,86.03,16247.91,C0491
V021,Tanker,49860.1,9064.5,2,10.43,14.02,2576.2,295.4,3.7,230.7,3.04,6.64,289.2,0.25,277.1,722.86,59.64,19268.21,C0492
V001,Container,38181.6,20236.0,24,7.19,12.98,3431.9,210.4,24.73,111.7,3.32,10.84,77.5,0.31,115.2,647.01,56.29,14219.95,C0493
V004,Container,25855.7,12730.8,15,6.74,16.25,1094.1,183.1,17.48,236.2,1.69,5.96,116.7,1.41,302.6,629.07,89.44,12100.22,C0494
V032,Bulk Carrier,68275.9,15225.5,16,12.52,11.55,3753.6,114.6,30.45,75.8,2.32,12.33,187.0,1.59,299.7,622.1,46.58,20010.5,C0495
V001,Bulk Carrier,73457.0,14846.5,25,13.16,13.73,4978.5,263.1,4.42,114.6,2.72,4.52,281.8,0.79,240.4,629.33,58.85,19699.54,C0496
V013,Bulk Carrier,69559.2,16545.6,4,12.59,12.09,3361.7,103.6,23.73,86.4,0.96,14.55,301.9,1.93,239.7,790.37,44.13,18806.09,C0497
V046,Container,57079.5,22311.5,8,13.19,16.96,2518.1,265.3,20.02,200.5,2.84,4.79,210.1,2.11,252.1,704.42,106.35,16091.85,C0498
V047,General Cargo,50382.9,24614.8,9,10.42,19.44,4623.6,25.2,16.8,39.0,4.9,10.37,145.1,0.9,242.6,594.56,139.99,11866.85,C0499
V017,General Cargo,89066.7,13151.7,5,12.5,19.96,177.7,311.2,17.2,336.0,5.0,13.92,340.7,2.28,139.3,720.16,152.83,15401.24,C0500
V012,Tanker,61526.5,21550.4,16,9.07,14.5,3676.6,179.8,25.27,120.1,2.59,4.13,88.7,0.62,245.8,599.08,71.46,21133.59,C0501
V007,Bulk Carrier,58334.6,20290.6,13,11.33,12.53,4454.9,157.9,32.82,78.8,3.21,9.48,289.1,1.63,323.1,537.71,50.22,19175.63,C0502
V003,Container,22051.4,16470.6,7,13.91,14.43,402.2,220.0,3.19,178.8,0.4,7.85,220.3,2.41,119.7,642.61,63.03,13205.78,C0503
