date,route,cargo_type,vessel_class,vessel_dwt,distance_nm,baltic_style_index,bunker_fuel_price_usd_ton,port_congestion_days,market_event,charter_rate_usd_per_day,freight_rate_usd_per_tonne
2024-01-22,"Richards Bay, South Africa - Haldia",Coking Coal,Handysize,39604,5255.1,907.4,655.5,3.5,China steel demand slump,801.0,27.21
2024-01-22,"Saldanha Bay, South Africa - Visakhapatnam",Iron Ore,Capesize,189022,5695.2,2553.2,625.2,4.0,China steel demand slump,2040.0,35.89
2024-01-22,"Samarinda, Indonesia - Kolkata",Thermal Coal,Panamax,76962,2573.8,1550.8,639.8,4.5,China steel demand slump,1520.0,13.44
2024-01-22,"Tubarao, Brazil - Ennore",Iron Ore,Capesize,203749,8706.6,2553.2,622.9,5.3,China steel demand slump,2090.0,44.35
2024-01-22,"Tubarao, Brazil - Paradip",Iron Ore,Panamax,69501,9234.1,1550.8,638.3,4.2,China steel demand slump,1277.0,48.96
2024-01-22,"Tubarao, Brazil - Visakhapatnam",Iron Ore,Capesize,209780,8981.5,2553.2,628.7,4.6,China steel demand slump,2341.0,53.62
2024-01-22,"Vale do Rio Doce, Brazil - Ennore",Iron Ore,Panamax,87607,8858.1,1550.8,641.8,4.4,China steel demand slump,1274.0,43.98
2024-01-22,"Vale do Rio Doce, Brazil - Kolkata",Iron Ore,Capesize,154504,9512.7,2553.2,626.1,4.7,China steel demand slump,2016.0,49.95
2024-01-22,"Vancouver, Canada - Gangavaram",Coking Coal,Panamax,73120,7739.2,1550.8,638.0,4.2,China steel demand slump,1439.0,40.62
2024-01-22,"Vancouver, Canada - Paradip",Coking Coal,Supramax,60511,7484.8,846.4,651.2,7.1,China steel demand slump,805.0,34.79
2024-01-29,"Abbot Point, Australia - Kolkata",Coal,Panamax,80882,5114.5,1500.0,624.6,3.5,China steel demand slump,1304.0,26.5
2024-01-29,"Dampier, Australia - Kolkata",Iron Ore,Capesize,168411,3635.9,2561.4,643.2,4.6,China steel demand slump,2285.0,21.05
2024-01-29,"Dampier, Australia - Visakhapatnam",Iron Ore,Panamax,71733,3570.3,1500.0,638.9,5.9,China steel demand slump,1245.0,17.86
2024-01-29,"Durban, South Africa - Haldia",Coal,Panamax,70491,5347.0,1500.0,623.8,5.2,China steel demand slump,1399.0,25.69
2024-01-29,"Norfolk, USA - Kolkata",Coking Coal,Handysize,35144,8420.2,803.9,633.8,6.5,China steel demand slump,679.0,39.52
2024-01-29,"Ponta da Madeira, Brazil - Gangavaram",Iron Ore,Capesize,167391,8959.2,2561.4,655.0,4.7,China steel demand slump,2140.0,50.12
2024-01-29,"Richards Bay, South Africa - Gangavaram",Coking Coal,Panamax,75333,4804.0,1500.0,635.1,1.9,China steel demand slump,1459.0,24.6
2024-01-29,"Saldanha Bay, South Africa - Paradip",Iron Ore,Panamax,84417,5982.9,1500.0,638.7,6.3,China steel demand slump,1377.0,31.13
2024-01-29,"Taboneo, Indonesia - Ennore",Thermal Coal,Panamax,82400,2689.7,1500.0,664.5,4.3,China steel demand slump,1242.0,14.29
2024-01-29,"Tubarao, Brazil - Gangavaram",Iron Ore,Panamax,87738,8973.4,1500.0,644.1,3.2,China steel demand slump,1369.0,46.98
2024-01-29,"Vale do Rio Doce, Brazil - Gangavaram",Iron Ore,Panamax,70253,9121.7,1500.0,630.5,4.7,China steel demand slump,1394.0,48.82
2024-01-29,"Vancouver, Canada - Ennore",Coking Coal,Panamax,76814,8088.7,1500.0,655.7,7.6,China steel demand slump,1364.0,44.91
2024-02-05,"Abbot Point, Australia - Visakhapatnam",Coal,Panamax,68595,5233.1,1763.5,663.8,3.9,China steel demand slump,1589.0,30.29
2024-02-05,"Hay Point, Australia - Gangavaram",Coking Coal,Handysize,37136,5350.8,856.8,665.3,4.1,China steel demand slump,696.0,25.28
2024-02-05,"Hay Point, Australia - Visakhapatnam",Coking Coal,Handysize,36433,5348.2,856.8,649.4,1.5,China steel demand slump,789.0,24.84
2024-02-05,"Nacala, Mozambique - Ennore",Coking Coal,Panamax,74786,3410.6,1763.5,668.1,4.1,China steel demand slump,1692.0,18.05
2024-02-05,"Nacala, Mozambique - Gangavaram",Coking Coal,Handysize,34318,3745.9,856.8,653.5,4.6,China steel demand slump,741.0,18.17
2024-02-05,"Newcastle, Australia - Ennore",Thermal Coal,Supramax,51784,5823.9,847.5,654.6,3.9,China steel demand slump,879.0,25.48
2024-02-05,"Newcastle, Australia - Gangavaram",Thermal Coal,Supramax,61941,5850.9,847.5,646.6,4.6,China steel demand slump,664.0,25.97
2024-02-05,"Newcastle, Australia - Haldia",Thermal Coal,Panamax,85896,5795.2,1763.5,634.9,3.2,China steel demand slump,1543.0,31.24
2024-02-05,"Newcastle, Australia - Paradip",Thermal Coal,Panamax,79529,5793.4,1763.5,663.8,4.4,China steel demand slump,1669.0,31.87
2024-02-05,"Norfolk, USA - Ennore",Coking Coal,Panamax,79954,8874.7,1763.5,664.4,3.5,China steel demand slump,1545.0,52.21
2024-02-05,"Norfolk, USA - Gangavaram",Coking Coal,Panamax,84826,8662.0,1763.5,649.9,4.3,China steel demand slump,1663.0,49.92
2024-02-05,"Norfolk, USA - Paradip",Coking Coal,Handysize,31604,8548.6,856.8,668.4,6.6,China steel demand slump,789.0,40.5
2024-02-05,"Ponta da Madeira, Brazil - Visakhapatnam",Iron Ore,Panamax,78612,8964.6,1763.5,637.9,3.9,China steel demand slump,1749.0,50.88
2024-02-05,"Saldanha Bay, South Africa - Kolkata",Iron Ore,Capesize,186515,6171.5,2756.7,664.5,4.3,China steel demand slump,2340.0,40.74
2024-02-05,"Taboneo, Indonesia - Kolkata",Thermal Coal,Panamax,75883,2594.2,1763.5,651.6,5.2,China steel demand slump,1645.0,14.19
2024-02-05,"Taboneo, Indonesia - Paradip",Thermal Coal,Supramax,51201,2575.5,847.5,669.6,4.9,China steel demand slump,736.0,11.65
2024-02-05,"Vale do Rio Doce, Brazil - Gangavaram",Iron Ore,Panamax,83061,9121.7,1763.5,661.2,3.5,China steel demand slump,1665.0,53.26
2024-02-05,"Vancouver, Canada - Ennore",Coking Coal,Handysize,32144,8088.7,856.8,662.2,4.4,China steel demand slump,650.0,37.15
2024-02-05,"Vancouver, Canada - Visakhapatnam",Coking Coal,Handysize,34196,7730.4,856.8,665.1,3.6,China steel demand slump,801.0,37.72
2024-02-12,"Dampier, Australia - Haldia",Iron Ore,Capesize,174001,3608.6,2685.1,677.0,7.2,China steel demand slump,2149.0,20.28
2024-02-12,"Dampier, Australia - Kolkata",Iron Ore,Capesize,187092,3635.9,2685.1,668.9,5.3,China steel demand slump,2603.0,21.45
2024-02-12,"Dampier, Australia - Paradip",Iron Ore,Panamax,82207,3570.5,1706.7,668.3,3.8,China steel demand slump,1406.0,20.12
2024-02-12,"Durban, South Africa - Haldia",Coal,Supramax,57426,5347.0,965.6,680.0,3.4,China steel demand slump,851.0,25.38
2024-02-12,"Gladstone, Australia - Gangavaram",Coal,Panamax,81130,5539.5,1706.7,669.7,4.5,China steel demand slump,1362.0,32.18
2024-02-12,"Gladstone, Australia - Kolkata",Coal,Handysize,32869,5435.4,824.6,681.9,5.7,China steel demand slump,679.0,26.4
2024-02-12,"Hay Point, Australia - Ennore",Coking Coal,Panamax,85918,5386.7,1706.7,684.4,3.9,China steel demand slump,1419.0,29.92
2024-02-12,"Hay Point, Australia - Gangavaram",Coking Coal,Panamax,84158,5350.8,1706.7,665.2,3.0,China steel demand slump,1522.0,29.99
2024-02-12,"Newcastle, Australia - Paradip",Thermal Coal,Supramax,55715,5793.4,965.6,681.7,5.1,China steel demand slump,704.0,28.45
2024-02-12,"Norfolk, USA - Kolkata",Coking Coal,Panamax,88230,8420.2,1706.7,664.4,4.9,China steel demand slump,1505.0,48.62
2024-02-12,"Ponta da Madeira, Brazil - Gangavaram",Iron Ore,Capesize,182721,8959.2,2685.1,678.0,4.9,China steel demand slump,2362.0,58.76
2024-02-12,"Richards Bay, South Africa - Gangavaram",Coking Coal,Handysize,34761,4804.0,824.6,677.5,4.2,China steel demand slump,669.0,22.35
2024-02-12,"Saldanha Bay, South Africa - Ennore",Iron Ore,Capesize,197156,5338.7,2685.1,667.0,4.1,China steel demand slump,2130.0,32.67
2024-02-12,"Saldanha Bay, South Africa - Haldia",Iron Ore,Panamax,89792,6135.1,1706.7,659.8,5.0,China steel demand slump,1601.0,35.77
2024-02-12,"Saldanha Bay, South Africa - Visakhapatnam",Iron Ore,Capesize,184799,5695.2,2685.1,672.0,5.4,China steel demand slump,2459.0,34.46
2024-02-12,"Samarinda, Indonesia - Ennore",Thermal Coal,Supramax,51671,2762.6,965.6,672.9,5.3,China steel demand slump,801.0,12.98
2024-02-12,"Samarinda, Indonesia - Gangavaram",Thermal Coal,Supramax,61655,2689.0,965.6,678.4,4.5,China steel demand slump,835.0,11.68
2024-02-12,"Samarinda, Indonesia - Visakhapatnam",Thermal Coal,Panamax,66835,2685.9,1706.7,685.7,6.3,China steel demand slump,1395.0,14.44
2024-02-12,"Taboneo, Indonesia - Gangavaram",Thermal Coal,Handysize,33597,2655.0,824.6,690.3,4.5,China steel demand slump,728.0,14.09
2024-02-12,"Taboneo, Indonesia - Haldia",Thermal Coal,Panamax,68687,2575.7,1706.7,661.2,4.2,China steel demand slump,1381.0,14.35
2024-02-12,"Tubarao, Brazil - Paradip",Iron Ore,Capesize,193182,9234.1,2685.1,672.3,4.2,China steel demand slump,2355.0,53.44
2024-02-12,"Tubarao, Brazil - Visakhapatnam",Iron Ore,Panamax,73773,8981.5,1706.7,696.9,3.6,China steel demand slump,1358.0,53.91
2024-02-12,"Vale do Rio Doce, Brazil - Ennore",Iron Ore,Panamax,71094,8858.1,1706.7,685.2,5.0,China steel demand slump,1450.0,54.15
2024-02-12,"Vancouver, Canada - Haldia",Coking Coal,Supramax,50446,7337.7,965.6,675.9,5.8,China steel demand slump,869.0,33.25
2024-02-19,"Abbot Point, Australia - Gangavaram",Coal,Supramax,52111,5235.8,1071.3,687.9,4.2,China steel demand slump,990.0,27.72
2024-02-19,"Dampier, Australia - Gangavaram",Iron Ore,Panamax,68484,3569.6,1637.9,706.5,4.9,China steel demand slump,1453.0,22.23
2024-02-19,"Dampier, Australia - Haldia",Iron Ore,Capesize,186892,3608.6,2635.9,675.9,5.9,China steel demand slump,2441.0,21.27
2024-02-19,"Dampier, Australia - Kolkata",Iron Ore,Panamax,72854,3635.9,1637.9,689.6,3.5,China steel demand slump,1397.0,20.47
2024-02-19,"Durban, South Africa - Visakhapatnam",Coal,Handysize,39685,4905.5,892.1,678.7,2.7,China steel demand slump,762.0,24.2
2024-02-19,"Gladstone, Australia - Haldia",Coal,Supramax,51859,5423.2,1071.3,666.1,5.5,China steel demand slump,1041.0,27.63
2024-02-19,"Hay Point, Australia - Ennore",Coking Coal,Handysize,30608,5386.7,892.1,693.2,5.6,China steel demand slump,820.0,26.61
2024-02-19,"Nacala, Mozambique - Ennore",Coking Coal,Supramax,59587,3410.6,1071.3,696.9,5.0,China steel demand slump,933.0,17.61
2024-02-19,"Nacala, Mozambique - Visakhapatnam",Coking Coal,Handysize,39147,3755.5,892.1,687.4,4.4,China steel demand slump,691.0,20.55
2024-02-19,"Newcastle, Australia - Ennore",Thermal Coal,Panamax,89814,5823.9,1637.9,694.6,4.3,China steel demand slump,1436.0,31.82
2024-02-19,"Newcastle, Australia - Haldia",Thermal Coal,Handysize,35550,5795.2,892.1,710.1,3.6,China steel demand slump,737.0,29.03
2024-02-19,"Newcastle, Australia - Paradip",Thermal Coal,Supramax,52649,5793.4,1071.3,711.4,5.0,China steel demand slump,853.0,30.68
2024-02-19,"Newcastle, Australia - Visakhapatnam",Thermal Coal,Supramax,51637,5849.9,1071.3,683.8,4.2,China steel demand slump,951.0,32.05
2024-02-19,"Ponta da Madeira, Brazil - Gangavaram",Iron Ore,Panamax,73775,8959.2,1637.9,701.2,5.4,China steel demand slump,1424.0,48.18
2024-02-19,"Saldanha Bay, South Africa - Ennore",Iron Ore,Panamax,88053,5338.7,1637.9,696.6,5.4,China steel demand slump,1462.0,31.39
2024-02-19,"Saldanha Bay, South Africa - Visakhapatnam",Iron Ore,Capesize,174019,5695.2,2635.9,685.0,4.1,China steel demand slump,2485.0,38.21
2024-02-19,"Samarinda, Indonesia - Kolkata",Thermal Coal,Supramax,55168,2573.8,1071.3,708.0,3.7,China steel demand slump,1045.0,12.21
2024-02-19,"Taboneo, Indonesia - Paradip",Thermal Coal,Supramax,55805,2575.5,1071.3,693.0,5.5,China steel demand slump,905.0,12.98
2024-02-19,"Tubarao, Brazil - Kolkata",Iron Ore,Panamax,85208,9369.5,1637.9,667.3,3.1,China steel demand slump,1358.0,54.04
2024-02-19,"Vancouver, Canada - Gangavaram",Coking Coal,Supramax,60599,7739.2,1071.3,691.4,3.4,China steel demand slump,1003.0,38.64
2024-02-19,"Vancouver, Canada - Kolkata",Coking Coal,Panamax,83205,7293.3,1637.9,689.3,3.8,China steel demand slump,1511.0,41.06
2024-02-26,"Abbot Point, Australia - Gangavaram",Coal,Supramax,61770,5235.8,1047.0,713.6,4.4,China steel demand slump,920.0,24.7
2024-02-26,"Dampier, Australia - Haldia",Iron Ore,Panamax,65423,3608.6,1667.1,689.1,5.1,China steel demand slump,1419.0,20.52
2024-02-26,"Dampier, Australia - Kolkata",Iron Ore,Panamax,84519,3635.9,1667.1,717.3,4.1,China steel demand slump,1589.0,19.26
2024-02-26,"Nacala, Mozambique - Haldia",Coking Coal,Panamax,82933,4191.3,1667.1,707.9,5.5,China steel demand slump,1331.0,23.04
2024-02-26,"Norfolk, USA - Kolkata",Coking Coal,Panamax,86024,8420.2,1667.1,709.5,4.5,China steel demand slump,1616.0,43.0
2024-02-26,"Norfolk, USA - Visakhapatnam",Coking Coal,Panamax,83288,8657.5,1667.1,707.7,7.3,China steel demand slump,1619.0,49.46
2024-02-26,"Ponta da Madeira, Brazil - Gangavaram",Iron Ore,Panamax,72333,8959.2,1667.1,694.8,4.2,China steel demand slump,1577.0,56.93
2024-02-26,"Saldanha Bay, South Africa - Ennore",Iron Ore,Capesize,197285,5338.7,2658.8,711.7,1.4,China steel demand slump,2304.0,30.74
2024-02-26,"Saldanha Bay, South Africa - Visakhapatnam",Iron Ore,Capesize,192485,5695.2,2658.8,721.6,2.9,China steel demand slump,2463.0,39.92
2024-02-26,"Samarinda, Indonesia - Ennore",Thermal Coal,Panamax,76406,2762.6,1667.1,715.3,6.7,China steel demand slump,1478.0,16.02
2024-02-26,"Taboneo, Indonesia - Visakhapatnam",Thermal Coal,Handysize,39800,2652.9,947.5,680.3,5.0,China steel demand slump,934.0,14.29
2024-02-26,"Tubarao, Brazil - Ennore",Iron Ore,Capesize,195795,8706.6,2658.8,701.8,5.2,China steel demand slump,2241.0,45.52
2024-02-26,"Tubarao, Brazil - Gangavaram",Iron Ore,Capesize,168427,8973.4,2658.8,688.6,2.5,China steel demand slump,2003.0,45.88
2024-02-26,"Tubarao, Brazil - Haldia",Iron Ore,Panamax,86499,9350.8,1667.1,709.3,3.5,China steel demand slump,1373.0,54.75
2024-02-26,"Vale do Rio Doce, Brazil - Kolkata",Iron Ore,Panamax,75261,9512.7,1667.1,685.4,4.6,China steel demand slump,1338.0,51.83
2024-03-04,"Abbot Point, Australia - Ennore",Coal,Panamax,86051,5277.3,1725.6,760.6,4.5,Red Sea / Suez rerouting crisis,2496.0,34.7
2024-03-04,"Abbot Point, Australia - Paradip",Coal,Handysize,38056,5127.9,917.3,784.6,6.4,Red Sea / Suez rerouting crisis,1254.0,35.92
2024-03-04,"Dampier, Australia - Kolkata",Iron Ore,Panamax,83596,3635.9,1725.6,760.7,2.7,Red Sea / Suez rerouting crisis,2413.0,29.26
2024-03-04,"Dampier, Australia - Paradip",Iron Ore,Capesize,194649,3570.5,2771.8,751.5,5.7,Red Sea / Suez rerouting crisis,3731.0,29.91
2024-03-04,"Dampier, Australia - Visakhapatnam",Iron Ore,Panamax,82275,3570.3,1725.6,757.2,4.7,Red Sea / Suez rerouting crisis,2499.0,25.82
2024-03-04,"Durban, South Africa - Gangavaram",Coal,Supramax,50188,4895.8,1075.5,736.4,6.1,Red Sea / Suez rerouting crisis,1357.0,30.46
2024-03-04,"Durban, South Africa - Visakhapatnam",Coal,Panamax,84538,4905.5,1725.6,740.8,6.0,Red Sea / Suez rerouting crisis,2373.0,38.09
2024-03-04,"Gladstone, Australia - Kolkata",Coal,Handysize,33403,5435.4,917.3,775.4,4.0,Red Sea / Suez rerouting crisis,1194.0,38.15
2024-03-04,"Hay Point, Australia - Paradip",Coking Coal,Supramax,53982,5246.5,1075.5,753.2,2.4,Red Sea / Suez rerouting crisis,1541.0,34.73
2024-03-04,"Hay Point, Australia - Visakhapatnam",Coking Coal,Handysize,37597,5348.2,917.3,765.7,3.8,Red Sea / Suez rerouting crisis,1245.0,34.11
2024-03-04,"Nacala, Mozambique - Ennore",Coking Coal,Panamax,75258,3410.6,1725.6,736.4,6.5,Red Sea / Suez rerouting crisis,2083.0,24.23
2024-03-04,"Newcastle, Australia - Kolkata",Thermal Coal,Panamax,67063,5812.9,1725.6,773.8,4.6,Red Sea / Suez rerouting crisis,2338.0,47.26
2024-03-04,"Newcastle, Australia - Visakhapatnam",Thermal Coal,Handysize,34984,5849.9,917.3,735.8,6.7,Red Sea / Suez rerouting crisis,1203.0,33.45
2024-03-04,"Norfolk, USA - Ennore",Coking Coal,Supramax,49820,8874.7,1075.5,732.6,2.9,Red Sea / Suez rerouting crisis,1573.0,56.97
2024-03-04,"Norfolk, USA - Visakhapatnam",Coking Coal,Handysize,38819,8657.5,917.3,754.9,3.3,Red Sea / Suez rerouting crisis,1215.0,56.44
2024-03-04,"Saldanha Bay, South Africa - Gangavaram",Iron Ore,Capesize,181786,5685.5,2771.8,765.6,6.0,Red Sea / Suez rerouting crisis,3784.0,51.1
2024-03-04,"Tubarao, Brazil - Kolkata",Iron Ore,Panamax,89669,9369.5,1725.6,769.2,4.4,Red Sea / Suez rerouting crisis,2304.0,67.35
2024-03-04,"Vale do Rio Doce, Brazil - Gangavaram",Iron Ore,Capesize,153589,9121.7,2771.8,751.1,3.7,Red Sea / Suez rerouting crisis,4106.0,82.11
2024-03-04,"Vancouver, Canada - Visakhapatnam",Coking Coal,Handysize,33262,7730.4,917.3,757.5,4.3,Red Sea / Suez rerouting crisis,1146.0,50.97
2024-03-11,"Abbot Point, Australia - Paradip",Coal,Panamax,65437,5127.9,1744.7,747.7,5.4,Red Sea / Suez rerouting crisis,2486.0,42.16
2024-03-11,"Durban, South Africa - Gangavaram",Coal,Panamax,70378,4895.8,1744.7,763.7,6.2,Red Sea / Suez rerouting crisis,2611.0,40.23
2024-03-11,"Durban, South Africa - Visakhapatnam",Coal,Handysize,28249,4905.5,895.3,736.9,4.1,Red Sea / Suez rerouting crisis,1192.0,30.86
2024-03-11,"Gladstone, Australia - Haldia",Coal,Panamax,67493,5423.2,1744.7,760.8,4.6,Red Sea / Suez rerouting crisis,2454.0,39.58
2024-03-11,"Gladstone, Australia - Visakhapatnam",Coal,Supramax,59673,5537.2,1095.7,762.7,5.4,Red Sea / Suez rerouting crisis,1436.0,35.32
2024-03-11,"Hay Point, Australia - Gangavaram",Coking Coal,Handysize,29186,5350.8,895.3,746.2,5.5,Red Sea / Suez rerouting crisis,1365.0,31.71
2024-03-11,"Newcastle, Australia - Haldia",Thermal Coal,Panamax,78028,5795.2,1744.7,782.7,5.3,Red Sea / Suez rerouting crisis,2748.0,40.49
2024-03-11,"Newcastle, Australia - Kolkata",Thermal Coal,Panamax,83081,5812.9,1744.7,769.6,5.0,Red Sea / Suez rerouting crisis,2731.0,45.76
2024-03-11,"Newcastle, Australia - Visakhapatnam",Thermal Coal,Handysize,36464,5849.9,895.3,750.9,2.2,Red Sea / Suez rerouting crisis,1142.0,38.11
2024-03-11,"Ponta da Madeira, Brazil - Kolkata",Iron Ore,Panamax,65757,9207.4,1744.7,758.3,3.6,Red Sea / Suez rerouting crisis,2478.0,75.18
2024-03-11,"Ponta da Madeira, Brazil - Paradip",Iron Ore,Panamax,70923,9142.2,1744.7,770.4,3.7,Red Sea / Suez rerouting crisis,2267.0,72.55
2024-03-11,"Richards Bay, South Africa - Kolkata",Coking Coal,Handysize,37072,5292.9,895.3,795.7,5.5,Red Sea / Suez rerouting crisis,1071.0,35.46
2024-03-11,"Vale do Rio Doce, Brazil - Ennore",Iron Ore,Panamax,68230,8858.1,1744.7,750.1,3.7,Red Sea / Suez rerouting crisis,2214.0,62.53
2024-03-18,"Abbot Point, Australia - Ennore",Coal,Supramax,48381,5277.3,1141.9,762.9,4.9,Red Sea / Suez rerouting crisis,1588.0,34.92
2024-03-18,"Abbot Point, Australia - Haldia",Coal,Handysize,28637,5103.7,945.7,760.3,5.6,Red Sea / Suez rerouting crisis,1231.0,31.62
2024-03-18,"Dampier, Australia - Gangavaram",Iron Ore,Panamax,69204,3569.6,1661.6,784.5,5.2,Red Sea / Suez rerouting crisis,2393.0,24.63
2024-03-18,"Durban, South Africa - Visakhapatnam",Coal,Supramax,51568,4905.5,1141.9,762.0,2.9,Red Sea / Suez rerouting crisis,1365.0,35.41
2024-03-18,"Gladstone, Australia - Ennore",Coal,Handysize,39109,5565.0,945.7,738.0,5.8,Red Sea / Suez rerouting crisis,1186.0,37.8
2024-03-18,"Gladstone, Australia - Haldia",Coal,Panamax,76070,5423.2,1661.6,789.6,4.2,Red Sea / Suez rerouting crisis,2411.0,41.53
2024-03-18,"Hay Point, Australia - Haldia",Coking Coal,Handysize,28935,5223.9,945.7,763.3,4.0,Red Sea / Suez rerouting crisis,1217.0,31.67
2024-03-18,"Norfolk, USA - Visakhapatnam",Coking Coal,Supramax,54505,8657.5,1141.9,758.0,6.3,Red Sea / Suez rerouting crisis,1645.0,55.15
2024-03-18,"Richards Bay, South Africa - Kolkata",Coking Coal,Supramax,53642,5292.9,1141.9,760.7,7.0,Red Sea / Suez rerouting crisis,1688.0,36.41
2024-03-18,"Richards Bay, South Africa - Paradip",Coking Coal,Panamax,80796,5101.3,1661.6,771.5,5.8,Red Sea / Suez rerouting crisis,1957.0,39.63
2024-03-18,"Saldanha Bay, South Africa - Visakhapatnam",Iron Ore,Capesize,160748,5695.2,2655.8,744.6,4.9,Red Sea / Suez rerouting crisis,3679.0,41.41
2024-03-18,"Samarinda, Indonesia - Kolkata",Thermal Coal,Panamax,76695,2573.8,1661.6,745.4,5.6,Red Sea / Suez rerouting crisis,2039.0,17.74
2024-03-18,"Samarinda, Indonesia - Paradip",Thermal Coal,Handysize,36399,2577.8,945.7,781.8,5.3,Red Sea / Suez rerouting crisis,1286.0,17.43
2024-03-18,"Taboneo, Indonesia - Ennore",Thermal Coal,Handysize,36081,2689.7,945.7,764.9,3.8,Red Sea / Suez rerouting crisis,1219.0,19.71
2024-03-18,"Taboneo, Indonesia - Gangavaram",Thermal Coal,Panamax,73136,2655.0,1661.6,763.8,3.1,Red Sea / Suez rerouting crisis,2162.0,17.81
2024-03-18,"Taboneo, Indonesia - Paradip",Thermal Coal,Supramax,56413,2575.5,1141.9,764.9,3.0,Red Sea / Suez rerouting crisis,1486.0,18.53
2024-03-18,"Taboneo, Indonesia - Visakhapatnam",Thermal Coal,Supramax,52191,2652.9,1141.9,770.7,4.2,Red Sea / Suez rerouting crisis,1638.0,19.19
2024-03-18,"Vale do Rio Doce, Brazil - Visakhapatnam",Iron Ore,Panamax,89349,9129.7,1661.6,794.7,3.6,Red Sea / Suez rerouting crisis,2367.0,67.98
2024-03-18,"Vancouver, Canada - Ennore",Coking Coal,Supramax,53448,8088.7,1141.9,749.3,3.9,Red Sea / Suez rerouting crisis,1490.0,52.62
2024-03-25,"Abbot Point, Australia - Gangavaram",Coal,Supramax,60339,5235.8,1167.6,784.8,4.2,Red Sea / Suez rerouting crisis,1772.0,37.95
2024-03-25,"Abbot Point, Australia - Kolkata",Coal,Supramax,57631,5114.5,1167.6,768.8,2.6,Red Sea / Suez rerouting crisis,1364.0,33.3
2024-03-25,"Dampier, Australia - Ennore",Iron Ore,Panamax,76804,3491.8,1558.5,752.8,5.1,Red Sea / Suez rerouting crisis,2183.0,23.96
2024-03-25,"Newcastle, Australia - Ennore",Thermal Coal,Supramax,52269,5823.9,1167.6,759.8,3.3,Red Sea / Suez rerouting crisis,1553.0,42.22
2024-03-25,"Richards Bay, South Africa - Gangavaram",Coking Coal,Handysize,35427,4804.0,960.1,772.3,2.7,Red Sea / Suez rerouting crisis,1510.0,32.0
2024-03-25,"Richards Bay, South Africa - Haldia",Coking Coal,Handysize,28954,5255.1,960.1,745.0,4.0,Red Sea / Suez rerouting crisis,1352.0,37.31
2024-03-25,"Tubarao, Brazil - Haldia",Iron Ore,Panamax,70273,9350.8,1558.5,764.4,2.9,Red Sea / Suez rerouting crisis,2044.0,75.85
2024-03-25,"Tubarao, Brazil - Visakhapatnam",Iron Ore,Panamax,81077,8981.5,1558.5,748.5,4.4,Red Sea / Suez rerouting crisis,1980.0,65.01
2024-03-25,"Vale do Rio Doce, Brazil - Haldia",Iron Ore,Panamax,69695,9494.8,1558.5,762.7,1.7,Red Sea / Suez rerouting crisis,2086.0,65.14
2024-03-25,"Vale do Rio Doce, Brazil - Visakhapatnam",Iron Ore,Capesize,150587,9129.7,2664.1,765.9,3.9,Red Sea / Suez rerouting crisis,3989.0,73.64
2024-03-25,"Vancouver, Canada - Ennore",Coking Coal,Supramax,48648,8088.7,1167.6,763.5,4.1,Red Sea / Suez rerouting crisis,1422.0,62.15
2024-03-25,"Vancouver, Canada - Kolkata",Coking Coal,Panamax,65874,7293.3,1558.5,777.2,3.9,Red Sea / Suez rerouting crisis,1932.0,52.5
2024-03-25,"Vancouver, Canada - Paradip",Coking Coal,Panamax,74602,7484.8,1558.5,754.5,1.8,Red Sea / Suez rerouting crisis,2278.0,50.67
2024-04-01,"Abbot Point, Australia - Gangavaram",Coal,Supramax,53253,5235.8,1108.5,737.8,4.5,Red Sea / Suez rerouting crisis,1622.0,35.48
2024-04-01,"Dampier, Australia - Visakhapatnam",Iron Ore,Capesize,189294,3570.3,2652.9,702.2,4.7,Red Sea / Suez rerouting crisis,3312.0,27.66
2024-04-01,"Durban, South Africa - Gangavaram",Coal,Supramax,56794,4895.8,1108.5,728.6,2.2,Red Sea / Suez rerouting crisis,1362.0,30.35
2024-04-01,"Durban, South Africa - Paradip",Coal,Supramax,48100,5193.0,1108.5,742.4,3.1,Red Sea / Suez rerouting crisis,1439.0,34.3
2024-04-01,"Durban, South Africa - Visakhapatnam",Coal,Supramax,53286,4905.5,1108.5,754.7,5.8,Red Sea / Suez rerouting crisis,1628.0,33.88
2024-04-01,"Gladstone, Australia - Gangavaram",Coal,Handysize,30658,5539.5,980.5,745.7,5.3,Red Sea / Suez rerouting crisis,1307.0,35.46
2024-04-01,"Gladstone, Australia - Paradip",Coal,Handysize,30133,5442.2,980.5,729.7,5.4,Red Sea / Suez rerouting crisis,1281.0,33.45
2024-04-01,"Nacala, Mozambique - Gangavaram",Coking Coal,Handysize,37830,3745.9,980.5,733.0,5.3,Red Sea / Suez rerouting crisis,1329.0,24.16
2024-04-01,"Nacala, Mozambique - Visakhapatnam",Coking Coal,Supramax,58646,3755.5,1108.5,715.8,3.8,Red Sea / Suez rerouting crisis,1436.0,23.81
2024-04-01,"Ponta da Madeira, Brazil - Haldia",Iron Ore,Panamax,75840,9206.8,1616.4,737.4,4.4,Red Sea / Suez rerouting crisis,1821.0,74.08
2024-04-01,"Ponta da Madeira, Brazil - Kolkata",Iron Ore,Capesize,172518,9207.4,2652.9,717.4,3.7,Red Sea / Suez rerouting crisis,3375.0,74.89
